Price,Close,High,Low,Open,Volume
Ticker,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS
Date,,,,,
2021-02-04,141.55870056152344,142.8946427704289,138.8530031836218,139.88455650179665,15198682
2021-02-05,140.3580322265625,142.8269766166806,139.71543125173594,142.21819891872175,7722568
2021-02-08,142.0659942626953,143.53721902190023,140.6962393304717,142.0490877855724,12645654
2021-02-09,141.82925415039062,148.1538145821041,140.91607730063123,145.7694232719981,45154044
2021-02-10,140.6285858154297,143.72323476036172,138.3456541604947,142.79315149353636,19160592
2021-02-11,142.70863342285156,143.01302232044728,140.1213019897465,140.3580546442191,11459318
2021-02-12,141.40650939941406,144.02765369945536,140.22276681229863,143.0637469570924,10941890
2021-02-15,141.71084594726562,143.7062949357012,141.0344218615985,142.99604758146822,11037552
2021-02-16,141.35574340820312,142.9284275208562,140.76387226634554,141.305003338913,10795324
2021-02-17,144.78457641601562,145.55825484104875,141.21506720584037,142.25251256691146,17178862
2021-02-18,151.99391174316406,152.75001070966306,144.43290061363948,146.06818692078085,41510988
2021-02-19,151.22023010253906,156.42501512478907,148.93434290331464,153.6819547786269,48892610
2021-02-22,148.60025024414062,153.0665265347298,147.0001334670122,150.97405622716056,19380682
2021-02-23,153.06654357910156,155.68652661908408,149.74321053990434,150.51689983194825,28795656
2021-02-24,154.2798309326172,156.49537919915812,153.36547376162886,154.73700415197655,11981366
2021-02-25,162.3155975341797,164.51356635970086,155.38760623549874,155.422775883161,37621658
2021-02-26,158.20098876953125,164.00362582472917,154.8249068818715,159.99453327850065,36883078
2021-03-01,160.1000518798828,163.12445917991613,158.28892768436776,160.36380814327637,12185500
2021-03-02,164.93557739257812,169.6480203144836,162.473852356868,166.86978992063607,53200666
2021-03-03,164.003662109375,168.80402440699476,162.5793717140785,168.80402440699476,17675284
2021-03-04,163.1420135498047,166.21916948285548,161.50672711469417,162.47383326508157,12556622
2021-03-05,162.40353393554688,166.8522319076562,161.10234268880004,162.82554828881499,17793026
2021-03-08,164.12673950195312,166.3247084221514,162.40352328270157,162.47386258105598,11349538
