Price,Close,High,Low,Open,Volume
Ticker,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS
Date,,,,,
2021-02-04,92.81053161621094,93.23063103484552,88.41560214963032,89.12654038593125,30751754
2021-02-05,91.03314208984375,93.26291879406371,90.06367310001346,93.13365823447604,19930467
2021-02-08,91.48556518554688,92.0349250665489,90.67767430588282,91.16240883368125,11810439
2021-02-09,89.99903869628906,92.71354991976587,89.64356475777396,91.4532421940747,8579689
2021-02-10,89.38504028320312,90.83924372643762,88.4155713210468,90.41913459233425,8709612
2021-02-11,88.64176940917969,90.16060796848156,87.89851386174546,89.38503481856156,14150298
2021-02-12,86.50897216796875,88.5448535418515,85.79802414365537,88.2216971420637,16453706
2021-02-15,85.47486114501953,87.15527823896434,85.31328295759982,86.9290648317968,10557047
2021-02-16,86.44432067871094,87.51073265258466,85.50716926804178,85.50716926804178,11735144
2021-02-17,87.38146209716797,87.73693600179313,85.89494113542945,86.15347209422397,8950258
2021-02-18,90.45145416259766,91.25934498195267,86.63821344002137,87.25220849034149,22069738
2021-02-19,89.99903869628906,92.55197175334524,88.70641336492406,90.4514555898771,22944780
2021-02-22,88.06009674072266,90.09597760132522,87.31684115337839,89.74051354073774,20401387
2021-02-23,88.4802017211914,89.57894116394368,88.0277848187369,88.93262848559473,19178437
2021-02-24,93.32756042480469,93.71535203317032,90.16063178363628,90.45147055893537,38775957
2021-02-25,100.88941192626953,101.9235062830938,94.20007183409464,94.94332746124797,85580477
2021-02-26,98.3687973022461,105.34897688413716,97.27006761388124,100.921730659257,94115857
2021-03-01,99.75838470458984,101.53574490601177,99.33827546708332,100.50164048040419,22306110
2021-03-02,99.1443862915039,100.92174661190666,98.56270867687991,99.75839138265866,17565134
2021-03-03,100.11383819580078,101.66499466905445,99.40290010809879,100.1784734137508,17610904
2021-03-04,98.27184295654297,100.11382813970155,98.04562957838992,99.5321506843775,17162557
2021-03-05,97.65785217285156,98.69194656782582,96.75300848255635,98.23952965365277,17323282
2021-03-08,98.98280334472656,100.82479880615789,98.46576098399929,99.46753795437156,18727656
2021-03-09,98.04564666748047,100.14616320063526,95.97744774568739,100.14616320063526,14621175
2021-03-10,97.5609130859375,99.04743446630476,96.55912629512801,98.91817388147945,10788943
2021-03-12,97.27006530761719,98.88584712335835,96.3005962181725,98.23953439706189,14835735
2021-03-15,98.20598602294922,98.67396009970818,96.7686662181822,97.90515283135234,15783310
2021-03-16,97.40376281738281,98.97479536316627,96.66839391151318,98.27284443418115,11857531
2021-03-17,93.49292755126953,97.2366495068214,93.2589404661759,96.96924443887107,15554810
2021-03-18,91.62104797363281,94.76310296292164,91.0527995369022,94.59597226986534,14401450
2021-03-19,91.1196517944336,93.59318390019789,89.24778607626013,90.91909293162081,33294812
2021-03-22,90.68511962890625,91.98874733424475,90.45114275422043,91.98874733424475,11414253
2021-03-23,90.41770935058594,91.3536371969809,89.64891220539353,90.6516964126089,8887103
2021-03-24,88.44554901123047,90.35083245132387,88.27841834801984,89.51517913527076,10865477
2021-03-25,85.63777160644531,88.98038548334252,84.9358206521273,88.24500635008593,18629600
2021-03-26,86.64053344726562,87.17534336910121,86.0388569839325,86.30627214569569,9505615
2021-03-30,88.88009643554688,89.88288054772119,87.00823071931868,87.57647912988978,20582346
2021-03-31,87.14195251464844,88.91353388387495,86.90796545040408,88.91353388387495,14900610
2021-04-01,88.34529876708984,88.51242949514022,87.30909641385759,87.87733476871881,6226087
2021-04-05,86.7742691040039,88.31187371926481,85.60435410121724,88.17816098683834,9012457
2021-04-06,87.1085205078125,88.14473285976145,86.43999772601939,87.47621007796833,6689423
2021-04-07,87.7436294555664,88.04446271638696,86.74084511893136,87.10853474920083,5657926
2021-04-08,88.01101684570312,89.41491871521569,87.71018364533549,87.7770400013495,9330363
2021-04-09,86.57369995117188,88.2115787208893,86.20601038225212,88.01101984685597,10149401
2021-04-12,83.36479187011719,85.77147805211682,82.62941780358362,85.5709191701421,11334755
2021-04-13,85.53749084472656,85.87175224716852,83.43164808968163,83.43164808968163,7809483
2021-04-15,85.73804473876953,87.44277983222459,84.86896310280737,85.53748586880167,8924391
2021-04-16,85.47063446044922,86.87453124645846,84.9692423868442,86.13916232567982,10358366
2021-04-19,83.29794311523438,84.23387609189588,82.49571776405274,83.96646594136054,7131534
2021-04-20,83.23108673095703,84.40100160468533,82.93025351788224,83.56534812345083,7738871
2021-04-22,83.59877014160156,83.89960333250481,82.89681922892906,83.33136002722996,8514980
2021-04-23,84.33416748046875,85.06954167327649,83.06397291084167,83.53193691523975,8992991
2021-04-26,84.86896514892578,85.57091611031281,84.56813193714508,85.40378541478485,4967884
2021-04-27,85.23665618896484,85.50406632650525,84.63498465460496,84.90239479214537,3982954
2021-04-28,85.90518188476562,86.54027652000856,85.23665906854177,85.5709204766537,6206074
2021-04-29,85.60433197021484,86.94137734202344,85.33692187576845,86.74081849608282,8345584
2021-04-30,88.94695281982422,89.98316510958759,84.90238819253024,85.16979830928437,27396950
2021-05-03,88.37870025634766,89.21435364417404,87.71017754608657,88.91352046472595,10262391
2021-05-04,88.77982330322266,90.78539155464705,88.412133750292,88.61269261560396,9926789
2021-05-05,89.01380920410156,89.91631908942786,88.57927345241033,88.91353486166471,4877341
2021-05-06,89.98316955566406,90.5514077936547,89.41492111682541,89.71575432527317,7632817
2021-05-07,91.48735046386719,92.25614761364146,90.25057918725796,90.51798423043634,12644960
2021-05-10,98.30628204345703,99.27563808560465,91.65448207048354,91.65448207048354,45098431
2021-05-11,104.08899688720703,104.79094786041294,97.03607937700639,97.90516104855428,66582000
2021-05-12,102.61824035644531,106.76307929484234,101.4817537412014,104.22269084845466,42959024
2021-05-14,98.13914489746094,104.25612417641477,97.67118099757532,104.25612417641477,23140309
2021-05-17,99.0416488647461,99.71017166559041,96.26728332158154,98.27285172411449,17076463
2021-05-18,97.9051742553711,100.14472999559531,97.67119736663925,99.67676601728195,10295029
2021-05-19,101.51519775390625,101.94973352136262,97.00266856525579,97.90516828247645,23999878
2021-05-20,98.03886413574219,101.88287021990494,97.63775657790377,101.88287021990494,22983457
2021-05-21,98.40654754638672,100.01100827971963,98.17257070252514,98.27284503548756,13009821
2021-05-24,99.54302215576172,100.11127050944272,97.37032346357014,99.00821217682251,14192862
2021-05-25,98.57367706298828,100.27841210901099,98.33970022190914,100.14470959970183,10434892
2021-05-26,97.40376281738281,98.94136718543409,97.06950144175634,98.80766467535304,9948786
2021-05-27,96.63495635986328,97.80487106107023,96.33412319115082,97.43718154337871,24064196
2021-05-28,98.20598602294922,99.47618534424902,96.7686662181822,97.33691462519099,16465504
2021-05-31,98.7408218383789,99.20878578815483,96.96924038535255,98.30628607091178,11767444
2021-06-01,98.6739730834961,99.87730600822142,98.20599894515983,99.30906772728974,9307143
2021-06-02,99.67676544189453,100.21157558496564,98.27286331420885,98.60712475405309,10714318
2021-06-03,99.64332580566406,100.54582546900886,99.34249258454913,100.27842042820635,9282774
2021-06-04,102.35083770751953,103.2199091269546,99.075070092738,99.60989033605414,29422387
2021-06-07,104.45669555664062,106.1948590510428,103.9218752352208,104.28956484375,31071589
2021-06-08,104.28955078125,105.29233492337741,102.15027998488111,105.22547856689647,12874065
2021-06-09,104.55694580078125,107.89955928802934,103.75472060401107,104.95806349958976,30443113
2021-06-10,104.62380981445312,106.12798599389414,104.12241775463946,105.0249275426431,11459484
2021-06-11,108.73521423339844,110.3062466754789,104.72407799065375,104.95806501848598,61728565
2021-06-14,106.52910614013672,109.63773290120369,103.98871760591489,109.63773290120369,30836595
2021-06-15,105.05836486816406,108.20043051569039,104.79095980068709,107.69903836353399,30153988
2021-06-16,103.98870086669922,106.16139949213299,103.52073704908271,105.15861551116356,14098443
2021-06-17,101.71572875976562,103.88842762095749,101.2143367148752,103.62102261068816,15784276
2021-06-18,97.87174224853516,102.81881751408348,97.0026706945456,102.28399718796348,24823176
2021-06-21,98.60711669921875,98.94137811175848,95.93302539890095,97.60433246159958,15038290
2021-06-22,99.40933990478516,99.94416019348186,98.80767345553171,99.54304242674719,12494441
2021-06-23,99.24219512939453,100.67952508900392,99.04163627446681,100.17813305210818,7983220
2021-06-24,97.87174224853516,99.67676212429627,97.6043371858998,99.24221614645224,12929173
2021-06-25,99.4427490234375,99.77701036469274,98.10570365841649,98.10570365841649,7400514
2021-06-28,98.40654754638672,99.60989054617447,98.27284503548756,98.33970139136099,8217659
2021-06-29,96.6015396118164,98.87451293410824,96.23385005063301,98.33970288240278,21576435
2021-06-30,98.03886413574219,98.54025623367646,97.00266196069003,97.33692335931288,12919448
2021-07-01,97.37034606933594,98.47341485889409,97.2700717252165,98.00545091825526,5668038
2021-07-02,98.7073745727539,99.37589728628653,97.63774435160994,98.27283888929652,20805994
2021-07-05,100.21155548095703,100.61267320863946,98.67396132681866,98.94136634470857,10401054
2021-07-06,98.60711669921875,100.74638769930323,98.20599892383157,100.3118519433411,9579038
2021-07-07,98.64053344726562,99.44275870420567,97.97201069967433,98.60710526971654,6067804
2021-07-08,97.7714614868164,99.0416507522886,97.13636685408032,98.27285359700521,12349670
2021-07-09,98.0722885131836,98.60710877041306,97.37033756312293,97.77145530625701,4963821
2021-07-12,97.87174224853516,98.8411085524992,97.67119355198327,98.13915751201978,4010172
2021-07-13,99.00823974609375,99.27564481002345,98.03887343743764,98.27286051901311,5717442
2021-07-14,99.0416488647461,99.87730236580148,98.43998242432556,98.9079463447469,7216739
2021-07-15,98.0722885131836,99.20877518426623,97.37033756312293,98.94137015607548,7257500
2021-07-16,97.30348205566406,98.97478882336408,97.13635137889406,98.10570726399068,10819800
2021-07-19,96.56812286376953,97.87174037058955,96.26728962386477,96.93581246847494,5158738
2021-07-20,95.53190612792969,96.96923629985787,94.72968079056321,96.60154671165073,6271740
2021-07-22,96.73523712158203,97.20320099304509,95.76588120194128,96.26727325011898,4772582
2021-07-23,96.33414459228516,96.93581106337342,95.83275246609529,96.73525217272768,3419739
2021-07-26,96.26728057861328,97.27006475130717,95.76588849226634,96.26728057861328,4423596
2021-07-27,95.23106384277344,97.1029295858018,94.99708700042467,96.60153752253603,4245486
2021-07-28,96.30070495605469,96.46783564490559,94.29513668984396,95.89958722247346,8834228
2021-07-29,95.030517578125,96.701824677289,94.86338686820861,96.30071709399903,8237916
2021-07-30,95.79931640625,96.86894673365272,94.42884266719368,95.13079362630526,9526451
2021-08-02,96.20043182373047,96.86895465836612,95.66562171670108,96.46784707809408,6164197
2021-08-03,96.43440246582031,96.76866382618711,95.59874906490332,96.20041543322468,5648929
2021-08-04,96.73523712158203,98.50682847898499,96.36754757941559,96.36754757941559,8839351
2021-08-05,97.23663330078125,97.53746650229907,95.06393433303914,96.93580009926343,6237158
2021-08-06,97.67118835449219,99.24221086536049,97.10293987556933,97.3369269435608,10812438
2021-08-09,95.7658920288086,98.84110101897362,95.16422558331254,98.60711395636487,12986298
2021-08-10,95.0639419555664,96.43441576220067,94.0945859170173,96.06672617493071,14022502
2021-08-11,96.23385620117188,96.50127144496362,94.36199029802366,95.53190521238523,8356558
2021-08-12,96.53469848632812,98.07230312970673,96.06673451682582,96.30072160200172,7685737
2021-08-13,96.10014343261719,97.80487845193919,95.7324538871403,96.96922503078599,9455100
2021-08-16,94.93022918701172,96.36754899929296,94.76309850182331,96.1335721605377,5259207
2021-08-17,93.0918197631836,95.29794751407906,91.72134569059318,94.99711423005935,13714266
2021-08-18,92.49014282226562,93.76033219049584,92.2561557382419,93.09180932282743,7654460
2021-08-20,90.65168762207031,92.28956629485984,90.25056989774137,91.92187674769954,8877297
2021-08-23,89.54862213134766,91.18650086176575,88.74639685531103,91.11965470592394,7768805
2021-08-24,91.05280303955078,91.52076695794061,89.58205492424773,89.81604198386682,7452062
2021-08-25,92.82438659667969,93.02493525814721,91.25335407620098,91.25335407620098,7817617
2021-08-26,91.7881851196289,93.19207691949016,91.15309048153581,92.82439752959588,6845692
2021-08-27,92.62382507324219,93.12521711420072,91.62104099132513,92.18927918390315,4418540
2021-08-30,95.99989318847656,96.23387008459504,92.65727866521276,92.65727866521276,11333690
2021-08-31,97.50405883789062,97.70460752621577,95.76589539951452,95.99988247035898,14301855
2021-09-01,96.40098571777344,98.03886453756883,96.20042683760805,98.00544655824824,8415876
2021-09-02,97.01762390136719,98.52495771004432,96.74355655595302,98.52495771004432,7787657
2021-09-03,100.2721176147461,100.82023149736654,97.12041051666768,97.22317925600848,12734022
2021-09-06,100.2721176147461,101.29984682656269,98.86755226767632,101.26558709524836,9712271
